"ruta","vattendist","namn","strandtyp","kusttyp","urvalsklass","provyta","pyid","exponering","transektlen","transektriktning","easting","northing","longitud","latitud"
4019,5,"Hake fjord","block/grus","skär","09_skär",20,20174019020,"4-Mycket skyddat",20.3,48,307363.2723,6426509.6615,11.7458090581087,57.9385748916991
4019,5,"Hake fjord","block/grus","fastland","02_block/grus",21,20174019021,"4-Mycket skyddat",12.8,46,307881.5294,6426705.5814,11.7543890411449,57.9405554928249
4019,5,"Hake fjord","strandäng/våtmark","fastland","12_västkustbete",22,20174019022,"4-Mycket skyddat",10.3,234,308461.6911,6425979.18,11.7647590359689,57.93429092098
4019,5,"Hake fjord","konstruerad","fastland","12_västkustbete",23,20174019023,"3-Extremt skyddat",NA,NA,308483.6118,6426368.1107,11.7648145057563,57.9377881994742
4019,5,"Hake fjord","strandäng/våtmark","fastland","04_strandäng/våtmark",24,20174019024,"4-Mycket skyddat",13.9,79,308501.8314,6425867.5724,11.7655259171975,57.9333072843366
4019,5,"Hake fjord","strandäng/våtmark","fastland","12_västkustbete",25,20174019025,"4-Mycket skyddat",16.6,306,308558.0414,6426169.0871,11.7662301961766,57.9360353567097
4019,5,"Hake fjord","sand","fastland","12_västkustbete",26,20174019026,"4-Mycket skyddat",27.2,77,308686.1959,6425672.7904,11.7687913347015,57.9316396475504
4019,5,"Hake fjord","strandäng/våtmark","fastland","12_västkustbete",27,20174019027,"5-Skyddat",12.7,242,308816.5896,6425517.881,11.7711144720274,57.9303063617694
4019,5,"Hake fjord","strandäng/våtmark","fastland","12_västkustbete",28,20174019028,"4-Mycket skyddat",27.2,173,308836.1331,6427306.1913,11.7700020806684,57.9463520785386
4019,5,"Hake fjord","strandäng/våtmark","fastland","04_strandäng/våtmark",29,20174019029,"4-Mycket skyddat",20.6,131,309069.0508,6425603.9557,11.7753012547006,57.9311864363898
4019,5,"Hake fjord","strandäng/våtmark","fastland","12_västkustbete",30,20174019030,"4-Mycket skyddat",14.2,222,309372.6869,6425418.6105,11.7805691298165,57.9296541698997
4019,5,"Hake fjord","konstruerad","fastland","12_västkustbete",31,20174019031,"4-Mycket skyddat",NA,NA,309515.3126,6425355.5168,11.7830241893641,57.9291492901074
4019,5,"Hake fjord","strandäng/våtmark","fastland","12_västkustbete",32,20174019032,"3-Extremt skyddat",45.3,192,309676.2855,6425235.2089,11.7858343697948,57.928139094359
4032,5,"Balgöarkipelagen","block/grus","skär","09_skär",33,20174032033,"5-Skyddat",6.8,201,329560.7348,6334768.0261,12.1844415002319,57.1245447464833
4032,5,"Balgöarkipelagen","klippa/häll","fastland","01_klippstränder",34,20174032034,"6-Mod exponerat",7,205,329934.4445,6334393.405,12.1908611984539,57.1213218012531
4033,5,"N m Hallands kustvatten","block/grus","fastland","02_block/grus",35,20174033035,"6-Mod exponerat",30.3,67,335761.3154,6324885.4692,12.2932096871015,57.0381216923818
4033,5,"N m Hallands kustvatten","block/grus","skär","09_skär",36,20174033036,"6-Mod exponerat",43.2,311,336154.4153,6324182.5727,12.3001378669601,57.0319540376826
4033,5,"N m Hallands kustvatten","block/grus","öar","06_dyner",37,20174033037,"6-Mod exponerat",48.8,346,336506.0186,6323702.3407,12.3062363009943,57.0277693620815
4033,5,"N m Hallands kustvatten","strandäng/våtmark","fastland","12_västkustbete",38,20174033038,"5-Skyddat",35.9,218,336688.843,6324480.4075,12.3087398534632,57.0348160888419
4033,5,"N m Hallands kustvatten","strandäng/våtmark","fastland","04_strandäng/våtmark",39,20174033039,"5-Skyddat",12.5,135,336884.3268,6323244.2322,12.3127584221728,57.0237923375049
4033,5,"N m Hallands kustvatten","strandäng/våtmark","fastland","12_västkustbete",40,20174033040,"5-Skyddat",30.6,163,337021.8321,6324054.9948,12.3144959778528,57.0311163436137
4033,5,"N m Hallands kustvatten","strandäng/våtmark","fastland","04_strandäng/våtmark",41,20174033041,"6-Mod exponerat",25.5,338,337595.1684,6323251.9278,12.3244496485604,57.0241120089301
4033,5,"N m Hallands kustvatten","strandäng/våtmark","fastland","12_västkustbete",42,20174033042,"6-Mod exponerat",16.6,66,337985.8742,6323047.456,12.3310099867626,57.0224144219979
4033,5,"N m Hallands kustvatten","konstruerad","fastland","12_västkustbete",43,20174033043,"6-Mod exponerat",NA,NA,338132.6533,6322930.0515,12.3335004921514,57.0214123514164
4033,5,"N m Hallands kustvatten","strandäng/våtmark","fastland","12_västkustbete",44,20174033044,"6-Mod exponerat",29,78,338231.2598,6322760.1178,12.3352320384205,57.0199219710741
4033,5,"N m Hallands kustvatten","strandäng/våtmark","fastland","12_västkustbete",45,20174033045,"5-Skyddat",39.5,59,338393.6146,6322668.6354,12.3379618828552,57.0191578840046
4046,4,"Sandhammaren-Simrishamn","sand","fastland","06_dyner",46,20174046046,"7-Exponerat",15.4,273,458799.1396,6152788.6004,14.3474579905243,55.5194268229139
4046,4,"Sandhammaren-Simrishamn","block/grus","fastland","06_dyner",47,20174046047,"7-Exponerat",9.7,276,459299.6716,6154467.0358,14.3551382392547,55.5345496516877
4046,4,"Sandhammaren-Simrishamn","block/grus","fastland","06_dyner",48,20174046048,"7-Exponerat",17.3,294,459412.8872,6154777.3252,14.3568864208979,55.5373470475772
4047,4,"V Hanöbuktens kustvatten","klippa/häll","fastland","06_dyner",49,20174047049,"6-Mod exponerat",27.8,260,458044.0691,6159959.95,14.3344120123203,55.5837971105756
4047,4,"V Hanöbuktens kustvatten","sand","fastland","06_dyner",50,20174047050,"6-Mod exponerat",51.5,263,458219.4766,6159079.7947,14.3373276761289,55.5759040219711
4047,4,"V Hanöbuktens kustvatten","sand","fastland","06_dyner",51,20174047051,"6-Mod exponerat",38.8,259,458275.336,6158743.8192,14.3382643490913,55.5728900771286
4047,4,"V Hanöbuktens kustvatten","sand","fastland","06_dyner",52,20174047052,"6-Mod exponerat",27.3,254,458306.1051,6158594.1534,14.3387748918823,55.571547966484
4047,4,"V Hanöbuktens kustvatten","sand","fastland","06_dyner",53,20174047053,"6-Mod exponerat",32,250,458360.7753,6158398.1571,14.3396713909533,55.5697916168268
4047,4,"V Hanöbuktens kustvatten","sand","fastland","06_dyner",54,20174047054,"6-Mod exponerat",21.1,254,458433.9073,6158055.9667,14.3408825437823,55.5667232823328
4047,4,"V Hanöbuktens kustvatten","sand","fastland","06_dyner",55,20174047055,"6-Mod exponerat",10.6,187,458843.6703,6157589.1632,14.3474492488377,55.5625638140269
4061,4,"S Ölands kustvatten","sand","fastland","06_dyner",56,20174061056,"7-Exponerat",10.1,291,600484.3591,6267380.267,16.6341016076568,56.5400172263607
4061,4,"S Ölands kustvatten","sand","fastland","03_sand",57,20174061057,"7-Exponerat",9.2,249,600742.9688,6266133.3414,16.6378217800143,56.5287638775152
4061,4,"S Ölands kustvatten","block/grus","fastland","06_dyner",58,20174061058,"7-Exponerat",13.4,233,600842.5896,6265413.2905,16.6391613118746,56.5222761132147
4062,4,"S Ölands kustvatten","strandäng/våtmark","fastland","04_strandäng/våtmark",59,20174062059,"7-Exponerat",9.1,211,607348.6225,6287979.8961,16.7542368983312,56.723481194206
4062,4,"S Ölands kustvatten","block/grus","fastland","06_dyner",60,20174062060,"7-Exponerat",11.5,291,607374.1581,6287924.1146,16.7546306334472,56.7229744225438
4062,4,"S Ölands kustvatten","block/grus","fastland","06_dyner",61,20174062061,"7-Exponerat",13.1,294,607555.888,6288673.4477,16.7579127843598,56.7296613465673
4062,4,"S Ölands kustvatten","block/grus","fastland","06_dyner",62,20174062062,"6-Mod exponerat",7.7,337,607626.6469,6289176.992,16.7592799063838,56.7341666832955
4062,4,"S Ölands kustvatten","block/grus","fastland","06_dyner",63,20174062063,"6-Mod exponerat",10.5,21,607722.3628,6289291.3538,16.7608916821898,56.7351715265466
4062,4,"S Ölands kustvatten","block/grus","fastland","06_dyner",64,20174062064,"6-Mod exponerat",7.6,294,607789.8715,6289765.9103,16.7621940807049,56.7394172749629
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","fastland","04_strandäng/våtmark",65,20174073065,"4-Mycket skyddat",6.1,16,590006.9933,6320828.2507,16.4825965141383,57.0221474051565
4073,4,"Lövöområdet sek namn","strandäng/våtmark","skär","10_vasstrand",66,20174073066,"3-Extremt skyddat",8.1,206,590095.3125,6320448.7845,16.483914977028,57.0187224009787
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","fastland","04_strandäng/våtmark",67,20174073067,"3-Extremt skyddat",11.5,321,590315.0164,6321788.5413,16.4880129118074,57.0307110561185
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","fastland","04_strandäng/våtmark",68,20174073068,"3-Extremt skyddat",54.7,56,590713.8346,6321722.2755,16.4945573406271,57.0300377373209
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",69,20174073069,"3-Extremt skyddat",4.3,102,591119.0901,6321619.5267,16.5011943317636,57.0290351761325
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","grund","10_vasstrand",70,20174073070,"4-Mycket skyddat",7.8,162,591520.0785,6320990.1223,16.5075691992698,57.0233035648728
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",71,20174073071,"4-Mycket skyddat",5.3,7,591549.9162,6321054.79,16.5080840262554,57.0238783860235
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",72,20174073072,"2-Ultra skyddat",5.3,118,591576.8952,6321833.3423,16.5088115558775,57.0308646932197
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","10_vasstrand",73,20174073073,"3-Extremt skyddat",12.2,299,591758.4885,6321705.0335,16.5117554983893,57.0296763669853
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",74,20174073074,"3-Extremt skyddat",4.9,2,591781.7717,6320795.407,16.5118072665742,57.0215029981071
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","skär","04_strandäng/våtmark",75,20174073075,"3-Extremt skyddat",3.9,321,591851.0238,6321338.7114,16.5131457534313,57.0263682713938
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",76,20174073076,"3-Extremt skyddat",13.3,272,591968.0253,6321551.0513,16.5151500525623,57.0282518496382
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",77,20174073077,"2-Ultra skyddat",8.8,83,592048.438,6321908.896,16.5166052016652,57.0314493699213
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",78,20174073078,"3-Extremt skyddat",70.1,34,592114.0703,6321323.3531,16.5174718135247,57.0261779258443
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",79,20174073079,"3-Extremt skyddat",3.5,167,592183.6444,6322206.3452,16.5189409811797,57.0340935578156
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",80,20174073080,"3-Extremt skyddat",14.9,71,592347.7903,6320685.983,16.5210867339281,57.0204074551591
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",81,20174073081,"4-Mycket skyddat",3.3,13,592613.292,6320113.7014,16.5252476735671,57.0152150204195
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","10_vasstrand",82,20174073082,"3-Extremt skyddat",9.7,212,592936.2693,6320465.8037,16.5306945600438,57.018312095544
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",83,20174073083,"3-Extremt skyddat",8.5,54,593001.4112,6320014.0802,16.5316002351264,57.0142423865756
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",84,20174073084,"4-Mycket skyddat",3.8,353,593056.566,6322285.9636,16.5333480309899,57.0346333243698
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",85,20174073085,"4-Mycket skyddat",15.9,284,593375.4755,6321801.0766,16.5384207872423,57.0302145125468
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",86,20174073086,"4-Mycket skyddat",4.2,309,593539.463,6321753.6979,16.5411038652284,57.029755832171
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","10_vasstrand",87,20174073087,"2-Ultra skyddat",45.1,122,593663.3001,6321021.896,16.5428709723302,57.0231589939372
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",88,20174073088,"5-Skyddat",8.2,44,593703.7127,6320439.7049,16.5433197360517,57.0179226008899
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",89,20174073089,"5-Skyddat",4.7,290,593918.5248,6320383.8944,16.5468354598026,57.0173777645735
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",90,20174073090,"3-Extremt skyddat",6.4,54,594252.9873,6321172.5214,16.5526369644934,57.0243916035251
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",91,20174073091,"3-Extremt skyddat",4.3,335,594302.8658,6321694.9034,16.5536539973347,57.0290724823239
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",92,20174073092,"5-Skyddat",29.2,271,594548.2496,6321088.2568,16.5574671570628,57.0235745102298
4073,4,"Mönsteråsområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",93,20174073093,"5-Skyddat",4.2,358,594988.3201,6322047.9354,16.5650754581995,57.0321021668047
4075,4,"N n Kalmarsunds utsjövatten","block/grus","öar","06_dyner",94,20174075094,"6-Mod exponerat",20.7,234,595739.2782,6334154.516,16.5820663290821,57.1406634294256
4075,4,"Taktöområdet sek namn","block/grus","skär","02_block/grus",95,20174075095,"5-Skyddat",6.4,87,596699.8179,6332966.7506,16.5974724404375,57.1297964170398
4075,4,"Taktöområdet sek namn","sand","öar","06_dyner",96,20174075096,"5-Skyddat",6.1,10,597023.9256,6333466.748,16.6030183586995,57.1342179974854
4076,4,"Påskallavikområdet","klippa/häll","skär","01_klippstränder",97,20174076097,"5-Skyddat",1.9,140,590379.8302,6339080.1914,16.4953227346908,57.1859822933774
4076,4,"Oskarshamnsområdet","klippa/häll","skär","09_skär",98,20174076098,"6-Mod exponerat",27.4,197,590646.3034,6339074.777,16.4997278133801,57.1858810948162
4076,4,"Oskarshamnsområdet","strandäng/våtmark","öar","04_strandäng/våtmark",99,20174076099,"5-Skyddat",14.2,209,593280.8255,6338061.0096,16.5429182921685,57.1762493697754
4076,4,"Oskarshamnsområdet","strandäng/våtmark","öar","04_strandäng/våtmark",100,20174076100,"4-Mycket skyddat",9.3,232,594033.1592,6337589.2498,16.5551791768825,57.1718594644476
4076,4,"Oskarshamnsområdet","strandäng/våtmark","öar","04_strandäng/våtmark",101,20174076101,"6-Mod exponerat",62.7,176,594268.5382,6338263.7982,16.5593254780548,57.1778685654238
4076,4,"N n Kalmarsunds utsjövatten","sand","öar","03_sand",102,20174076102,"6-Mod exponerat",95.3,233,594715.8552,6337670.312,16.5664960416832,57.1724470241559
4082,4,"Idöfjärden","klippa/häll","öar","01_klippstränder",103,20174082103,"3-Extremt skyddat",1.3,324,605257.1217,6396973.0381,16.766224596025,57.7026093429364
4082,4,"Idöfjärden","block/grus","öar","02_block/grus",104,20174082104,"6-Mod exponerat",3.8,211,605348.7004,6396553.2971,16.7675768363316,57.6988193816956
4082,4,"Västerviks kustvatten","strandäng/våtmark","öar","04_strandäng/våtmark",105,20174082105,"5-Skyddat",9.4,347,605351.9749,6397316.5373,16.7679656846663,57.705671139386
4082,4,"Västerviks kustvatten","klippa/häll","öar","01_klippstränder",106,20174082106,"6-Mod exponerat",11.8,220,606031.2198,6396673.5632,16.7790750398599,57.6997387923412
4082,4,"Västerviks kustvatten","klippa/häll","skär","09_skär",107,20174082107,"5-Skyddat",8.3,159,606798.1249,6395894.8735,16.7915903751418,57.6925662185844
4082,4,"Västerviks kustvatten","klippa/häll","öar","01_klippstränder",108,20174082108,"7-Exponerat",12.9,228,607127.1485,6395641.869,16.796994326867,57.6902165098153
4083,4,"Rågödjupet","strandäng/våtmark","öar","04_strandäng/våtmark",109,20174083109,"5-Skyddat",9.5,58,605261.2746,6410469.4952,16.7722180900141,57.8237810180069
4083,4,"Rågödjupet","klippa/häll","skär","01_klippstränder",110,20174083110,"5-Skyddat",7.7,79,605363.2679,6410647.0483,16.7740126702971,57.8253510966457
4083,4,"Rågödjupet","block/grus","skär","02_block/grus",111,20174083111,"4-Mycket skyddat",3.9,161,605795.1821,6410480.6178,16.7812071232158,57.8237550240487
4083,4,"Rågödjupet","klippa/häll","öar","01_klippstränder",112,20174083112,"6-Mod exponerat",9.2,130,606738.5591,6412099.7219,16.7978051295698,57.83806720871
4084,4,"Yttre Gamlebyviken","strandäng/våtmark","fastland","10_vasstrand",113,20174084113,"3-Extremt skyddat",27.1,127,590874.0272,6412565.9306,16.5308939827451,57.8457569102251
4084,4,"Yttre Gamlebyviken","block/grus","fastland","02_block/grus",114,20174084114,"3-Extremt skyddat",4.7,223,590975.9675,6412590.4624,16.5326199573934,57.845956460594
4084,4,"Gudingen","sand","öar","03_sand",115,20174084115,"2-Ultra skyddat",4.2,350,592672.7028,6414249.6785,16.5618368570665,57.8605061215735
4084,4,"Gudingen","klippa/häll","öar","08_havsklippa",116,20174084116,"3-Extremt skyddat",2.6,224,594231.8812,6414151.6274,16.5880638544978,57.8592998033489
4084,4,"Gudingen","strandäng/våtmark","öar","04_strandäng/våtmark",117,20174084117,"4-Mycket skyddat",10.4,308,594244.8196,6412773.1787,16.5877368520183,57.8469202437129
4084,4,"Gudingen","block/grus","öar","02_block/grus",118,20174084118,"4-Mycket skyddat",3.6,331,594326.6656,6413052.6805,16.5892256572428,57.8494125854612
4087,4,"Erskärområdet sek namn","strandäng/våtmark","öar","04_strandäng/våtmark",119,20174087119,"4-Mycket skyddat",3.3,4,606513.3199,6429391.6088,16.8017717188577,57.9933631336621
4087,4,"Erskärområdet sek namn","klippa/häll","öar","01_klippstränder",120,20174087120,"6-Mod exponerat",10.8,251,606945.5863,6428600.4187,16.8087215636779,57.9861564230657
4087,4,"Erskärområdet sek namn","klippa/häll","skär","08_havsklippa",121,20174087121,"5-Skyddat",5.6,62,607193.0368,6429000.9008,16.8130858781351,57.9896922282312
4087,4,"Erskärområdet sek namn","klippa/häll","skär","09_skär",122,20174087122,"6-Mod exponerat",5.6,18,607542.4832,6429236.8904,16.8191005161851,57.9917264893312
4087,4,"Erskärområdet sek namn","klippa/häll","öar","01_klippstränder",123,20174087123,"5-Skyddat",15,175,608745.6833,6429270.895,16.8394565618387,57.9917392293947
4088,4,"Yttre Valdemarsviken","klippa/häll","fastland","01_klippstränder",124,20174088124,"3-Extremt skyddat",3.8,251,602024.309,6442252.4543,16.7314537459832,58.109878806099
4088,4,"Yttre Valdemarsviken","block/grus","fastland","10_vasstrand",125,20174088125,"3-Extremt skyddat",4.5,348,602074.4474,6441995.0663,16.7321920976171,58.1075564737437
4088,4,"Yttre Valdemarsviken","block/grus","fastland","02_block/grus",126,20174088126,"4-Mycket skyddat",3.1,257,602489.0413,6440692.4119,16.7386546174936,58.095765774415
4088,4,"Yttre Valdemarsviken","strandäng/våtmark","fastland","04_strandäng/våtmark",127,20174088127,"2-Ultra skyddat",4.3,257,602911.2464,6441608.2994,16.7462151508392,58.1038904975759
4088,4,"Yttre Valdemarsviken","klippa/häll","fastland","01_klippstränder",128,20174088128,"3-Extremt skyddat",2,197,603512.7026,6440218.9427,16.7558020991122,58.0912771050182
4088,4,"Yttre Valdemarsviken","klippa/häll","skär","08_havsklippa",129,20174088129,"4-Mycket skyddat",4,291,603526.7792,6441806.042,16.7567413222982,58.1055223066027
4088,4,"Yttre Valdemarsviken","klippa/häll","skär","09_skär",130,20174088130,"4-Mycket skyddat",4.4,12,603557.2174,6441712.1692,16.7572160797244,58.1046724298436
4088,4,"Yttre Valdemarsviken","klippa/häll","fastland","01_klippstränder",131,20174088131,"5-Skyddat",2.7,262,603575.5637,6440869.5703,16.7571550423309,58.0971035519036
4088,4,"Yttre Valdemarsviken","block/grus","öar","02_block/grus",132,20174088132,"3-Extremt skyddat",2.8,68,603968.7001,6441130.072,16.763936445928,58.0993501523603
4088,4,"Yttre Valdemarsviken","strandäng/våtmark","öar","04_strandäng/våtmark",133,20174088133,"4-Mycket skyddat",3.1,197,604822.2935,6440727.6814,16.7782307340803,58.0955364778292
4107,3,"Asköfjärden","block/grus","öar","06_dyner",134,20174107134,"6-Mod exponerat",8.9,83,660133.8591,6521855.5241,17.7722394602267,58.806810640393
4107,3,"Svärdsfjärden","sand","öar","06_dyner",135,20174107135,"4-Mycket skyddat",6.8,194,660261.8382,6521886.4011,17.7744741679209,58.8070400466409
4107,3,"Asköfjärden","block/grus","öar","02_block/grus",136,20174107136,"6-Mod exponerat",14.7,101,660386.9986,6521506.967,17.7763659005047,58.8035898206368
4107,3,"Asköfjärden","sand","öar","06_dyner",137,20174107137,"6-Mod exponerat",20.5,56,660389.0265,6521548.4005,17.7764306695001,58.8039607399746
4107,3,"Svärdsfjärden","sand","öar","06_dyner",138,20174107138,"4-Mycket skyddat",8,208,660412.9955,6521753.9358,17.7769924512572,58.805795547124
4107,3,"Svärdsfjärden","sand","öar","03_sand",139,20174107139,"5-Skyddat",6.4,238,660569.0634,6521589.7463,17.7795726688735,58.804264593145
4107,3,"Svärdsfjärden","sand","fastland","06_dyner",140,20174107140,"5-Skyddat",8.8,124,661256.58,6521285.654,17.7912385987677,58.8012801293863
4107,3,"Svärdsfjärden","sand","fastland","06_dyner",141,20174107141,"5-Skyddat",8.5,88,661463.7423,6522429.5932,17.7956454912187,58.8114639746437
4107,3,"Svärdsfjärden","sand","fastland","06_dyner",142,20174107142,"5-Skyddat",5.2,89,661621.4307,6521911.9152,17.7979977872164,58.8067611813233
4107,3,"Svärdsfjärden","sand","fastland","06_dyner",143,20174107143,"5-Skyddat",11.1,86,661650.2342,6521765.3322,17.7983897875717,58.8054354993814
4107,3,"Svärdsfjärden","sand","fastland","06_dyner",144,20174107144,"5-Skyddat",6,201,661707.1078,6522360.9011,17.7998037210434,58.8107565304519
4107,3,"Svärdsfjärden","sand","fastland","06_dyner",145,20174107145,"4-Mycket skyddat",9.4,204,661867.5164,6522241.3816,17.802490670942,58.8096241932532
4107,3,"Svärdsfjärden","sand","fastland","06_dyner",146,20174107146,"5-Skyddat",8.2,155,662488.6556,6522129.0579,17.8131481843565,58.8083828730656
4107,3,"Krabbfjärden","sand","fastland","06_dyner",147,20174107147,"5-Skyddat",6.4,333,663184.8462,6521676.8775,17.8248544045771,58.8040637525389
4107,3,"Krabbfjärden","klippa/häll","fastland","08_havsklippa",148,20174107148,"6-Mod exponerat",7.1,280,663194.7287,6521346.7184,17.8247843541856,58.8010984827092
4107,3,"Krabbfjärden","klippa/häll","öar","01_klippstränder",149,20174107149,"5-Skyddat",10.7,11,663810.9916,6520741.2145,17.8349930647597,58.795433407924
4107,3,"Krabbfjärden","klippa/häll","skär","09_skär",150,20174107150,"5-Skyddat",9.8,211,663920.4003,6520683.8087,17.8368418186159,58.7948769009187
4107,3,"Krabbfjärden","klippa/häll","öar","08_havsklippa",151,20174107151,"5-Skyddat",5.3,239,664570.38,6520620.6485,17.8480280520999,58.7940627693877
4107,3,"S Konabbsfjärden sek namn","klippa/häll","fastland","08_havsklippa",152,20174107152,"5-Skyddat",7.7,327,664811.4465,6522164.9079,17.8533316641989,58.807822375314
4107,3,"S Konabbsfjärden sek namn","block/grus","fastland","02_block/grus",153,20174107153,"5-Skyddat",6,332,664822.5883,6522248.7208,17.8535860658688,58.8085698968109
4108,3,"Horsfjärden","klippa/häll","öar","01_klippstränder",154,20174108154,"4-Mycket skyddat",2.6,303,675541.5828,6548839.2952,18.0599135000045,59.0428023600198
4108,3,"Horsfjärden","klippa/häll","öar","01_klippstränder",155,20174108155,"5-Skyddat",12.7,201,676856.6712,6548182.5393,18.0822711902084,59.0363701933984
4108,3,"Horsfjärden","block/grus","fastland","08_havsklippa",156,20174108156,"4-Mycket skyddat",3.9,47,677236.8961,6549627.5476,18.09005053928,59.0491707360976
